ProteinIndex,Hydropathy,FCR,IDR,LCR,Pscore,PLAAC,catGRANULE,Score
A0A3B5Z6V4,0.410151556,0.276836158,0.856335755,0.396287328,3.95,0.003,2.06812,1
A0A3Q7FX23,0.504149262,0.122807018,0,0.167919799,1.74,0.144,0.430096,1
A0A3B6NLP2,0.450886162,0.239263804,0.079754601,0.154907975,1.16,-0.156,1.1303,1
A0A3Q7G4V6,0.46497501,0.166089965,0,0.043252595,1.74,-0.05,0.552596,1
A0A2K1IXG1,0.293165969,0.514644351,0.10041841,0.255230126,1.15,-0.598,1.61334,1
Q39263,0.445683761,0.184615385,0,0.257692308,-0.1,0.025,0.363954,1
A0A8D9I4F3,0.415813953,0.221705426,0,0.094573643,3.23,0.228,1.06522,1
A0A2K1JXK8,0.497733185,0.192307692,0.013377926,0.02173913,0.29,-0.278,0.490472,1
A0A2K3CMY4,0.479350069,0.160081054,0.010469436,0.244511989,5.02,0.195,0.976077,1
A0A2K3D7A2,0.45620915,0.270588235,0.115294118,0.2,1.9,-0.245,1.37925,1
A0A3Q7JJM4,0.451382368,0.230046948,0.107981221,0.098591549,-0.53,-0.249,0.473532,1
Q9SZC9,0.507598642,0.177028451,0.024236038,0.096944152,4.42,-0.088,1.16885,1
A0A3Q7FS27,0.461852628,0.206149546,0,0.009084556,1.73,-0.139,1.37971,1
F4HT43,0.360207991,0.379310345,0.290640394,0.024630542,-0.35,-0.545,0.818358,1
C4J625,0.466425121,0.224080268,0,0,-0.11,-0.195,0.681663,1
A0A8D9LNQ6,0.465786066,0.219114219,0,0,0.99,-0.234,0.887571,1
A0A3Q7ILK8,0.42958153,0.298701299,0,0.097402597,-0.14,-0.295,0.482876,1
Q67XX3,0.454426737,0.278884462,0.121513944,0.083665339,0.88,-0.292,0.775363,1
O49684,0.425490196,0.315508021,0,0,0.19,-0.475,0.268228,1
F4IVI0,0.449820106,0.274285714,0,0,0.21,-0.19,0.649204,1
A0A3B6IMQ3,0.375719545,0.375,0.403614458,0.302710843,4.02,-0.129,0.964952,1
A0A8D9CSW6,0.422299922,0.363636364,0.741258741,0.202797203,-1.47,-0.637,0.135764,1
A0A1D6GUG5,0.404387464,0.256410256,0.370940171,0.177777778,1.58,-0.033,0.782697,1
A0A1D6GJQ0,0.45132567,0.244137931,0,0.031724138,3.65,-0.118,1.64737,1
A0A804PTY4,0.458490566,0.295597484,0,0,0.57,-0.336,-0.0484673,1
Q7XEA8,0.436609687,0.371794872,0.467948718,0.307692308,-0.08,-0.761,-0.625795,1
A0A1D6J5J3,0.406522564,0.329351536,0.092150171,0.040955631,2.18,-0.272,1.02485,1
A0A2K3DNP9,0.459900794,0.25,0,0.1875,3.66,0.102,1.38853,1
K4DI22,0.487797713,0.163361662,0,0.046270066,1.19,-0.159,0.752738,1
A0A2K3DZB5,0.431912735,0.147640791,0.255707763,0.322678843,6.52,0.02,0.0967223,1
A0A2K3DA52,0.489282019,0.180633147,0,0.117318436,1.4,-0.174,0.613021,1
A0A2K3CVI6,0.434396922,0.16904277,0.065173116,0.413441955,4.12,0.124,2.36714,1
A0A0P0X294,0.541666667,0.134615385,0,0.384615385,0.18,-0.274,0.49472,1
A0A3Q7EMD8,0.477981651,0.290519878,0,0,-0.96,-0.48,0.258721,1
A0A3B6C977,0.46291866,0.301435407,0.093301435,0.098086124,0.45,-0.368,-0.141955,1
A0A2K3DZN5,0.477170337,0.166287016,0,0.198177677,0.48,0.055,-0.0874601,1
B6T442,0.430731922,0.261904762,0,0.138888889,2.32,0.053,1.09025,1
A0A3Q7J6I8,0.427264614,0.313253012,0,0,1.72,-0.351,-0.316973,1
A0A1D6JP57,0.476823215,0.195876289,0.309278351,0.257731959,0.32,-0.139,1.37742,1
Q9FYG4,0.475663957,0.2,0,0.03902439,0.67,-0.094,0.805126,1
A0A804N067,0.407117256,0.31797235,0.230414747,0.142857143,0.77,-0.365,1.62791,1
A0A804QFF8,0.484681741,0.214340985,0,0.035594532,4.67,0.319,0.661619,1
A0A804Q4F3,0.458611111,0.18125,0,0.19375,-0.69,-0.205,0.32372,1
A0A1D6KGV4,0.412215724,0.304093567,0.923976608,0.233918129,-0.03,-0.295,0.0682986,1
A0A3B6FLF4,0.443718338,0.310030395,0.05775076,0.250759878,5.4,0.147,0.457164,1
A0A8D9MA85,0.405242664,0.245306633,0.082603254,0.123904881,2.34,0.16,1.22397,1
Q6Z7B3,0.43979975,0.291614518,0.255319149,0.100125156,1.75,-0.183,1.03119,1
A0A8D9MAR4,0.407169811,0.359433962,0.090566038,0.106603774,1.64,-0.333,0.655036,1
A0A3Q7GVV7,0.434472555,0.300266312,0.05126498,0.094540613,2.67,-0.199,0.986188,1
A0A3B5XV97,0.43826087,0.231304348,0.144347826,0.186086957,2.81,-0.175,2.07803,1
A0A2K3CVY2,0.462986553,0.187898089,0.085987261,0.342356688,2.65,0.18,0.624717,1
A0A3B5Y3B9,0.476706827,0.257028112,0.096385542,0.080321285,-0.05,-0.38,0.650919,1
A0A804LYB4,0.448366013,0.247058824,0,0.047058824,1,-0.329,1.04155,1
B4FB09,0.447774159,0.205211726,0.123778502,0.140065147,2.3,-0.075,1.27698,1
A0A0P0XLY5,0.487822316,0.193037975,0.020042194,0.016877637,0.4,0.046,0.946346,1
Q9FHW7,0.446263808,0.30994152,0.011695906,0.169590643,-1.73,-0.594,-0.610538,1
Q8H6A5,0.465934797,0.299401198,0,0.071856287,0.46,-0.58,0.51001,1
A0A3B6MKD5,0.439483066,0.20855615,0.032085561,0.045454545,2.49,0.075,0.595738,1
A0A8D9LY44,0.464330932,0.237721022,0,0.072691552,0.66,-0.185,0.962502,1
A0A3B6C0W5,0.45838964,0.283783784,0.3125,0.241554054,0.39,-0.368,0.590364,1
A0A2K3D406,0.483361251,0.173366834,0,0.067839196,1.12,-0.194,0.331773,1
A0A3B6HRH7,0.420493827,0.195061728,0.202469136,0.244444444,3.24,0.281,0.458782,1
A0A2K3DTU8,0.475477047,0.113346418,0.015210991,0.541707556,6.01,0.587,1.53869,1
O65423,0.516649573,0.218461538,0,0,-0.2,-0.354,0.645333,1
Q69XV4,0.420058997,0.331858407,0.398230088,0.061946903,-1.04,-0.392,1.39464,1
A0A7I4EPL8,0.446787288,0.192066806,0.014613779,0.196242171,1.44,0.083,-0.141155,1
A0A7I4DQY2,0.461853641,0.259259259,0,0.141706924,2.02,0.094,0.446677,1
A0A3B6HQI0,0.456024691,0.317777778,0.133333333,0.142222222,1.69,-0.275,0.87055,1
A0A3Q7EHZ5,0.412906846,0.348484848,0.318181818,0.141414141,0.24,-0.382,0.570483,1
A0A804LVL1,0.452207002,0.225266362,0,0,0.67,-0.22,0.908742,1
A0A3Q7ENV7,0.461653117,0.277439024,0,0.088414634,0.48,-0.395,0.857465,1
A0A2K3DCU6,0.49669054,0.12412523,0.056230816,0.210190301,7.6,0.123,1.4401,1
A0A3B5Y407,0.445464436,0.190942472,0.072215422,0.154222766,3.19,0.146,1.14811,1
Q9AQY8,0.396258885,0.333333333,0.555555556,0.417508418,4.42,-0.134,1.05292,1
A0A3P5Z9Z6,0.398301716,0.328455285,0.12195122,0.159349593,2.04,-0.207,0.977155,1
Q8VZQ8,0.461354223,0.270664506,0.006482982,0.081037277,-0.51,-0.143,0.571839,1
A0A804REM2,0.430539462,0.220162225,0.033603708,0.022016222,2.25,0.102,1.39703,1
A0A2K3DHJ1,0.469260327,0.147934678,0.073967339,0.560038425,11.51,0.297,3.39253,1
A0A3B5YVW5,0.423749692,0.152993348,0.050258684,0.208425721,5,1.012,1.12483,1
A0A804P3S7,0.386458333,0.375,0.640625,0.057291667,-1.2,-0.52,0.0836049,1
A0A3Q7J3G8,0.418984911,0.237037037,0.079012346,0.224691358,3.13,-0.024,0.618804,1
A0A7I4DT82,0.411760341,0.298831386,0,0.053422371,3.5,-0.232,0.890038,1
Q9LXJ3,0.411072664,0.283737024,0.307958478,0.176470588,2.65,-0.261,0.904854,1
A0A2K1KC33,0.449838757,0.200527704,0.116094987,0.029023747,0.53,-0.138,0.518586,1
A0A804LE66,0.467335391,0.24537037,0,0,0.55,-0.112,1.02067,1
A0A2K1KJ03,0.462204951,0.191709845,0.064766839,0.116580311,1.8,0.146,0.533369,1
A0A3B6TM14,0.484096355,0.19523269,0.014755959,0.096481271,1.51,-0.116,0.932102,1
A0A494G8E5,0.519567807,0.156202144,0.088820827,0.018376723,0.42,-0.159,0.634339,1
A0A3P5YME0,0.387735276,0.273224044,0.25136612,0.229508197,2.85,0.068,0.25596,1
B4G0P8,0.409800839,0.356132075,0,0.129716981,1.14,-0.399,1.0589,1
A0A3P5ZVQ6,0.47811284,0.204280156,0,0,1.36,-0.162,0.964201,1
A0A3Q7JG72,0.43021381,0.331230284,0.157728707,0.082018927,0.48,-0.445,0.893076,1
A0A1D6NQ32,0.464738919,0.224043716,0,0.036885246,2.03,-0.198,0.992183,1
A0A2K1JIZ5,0.450338666,0.220492866,0,0,2.26,-0.093,0.899398,1
Q9LUZ5_ARATH,0.450086251,0.285844749,0.001826484,0,0.95,-0.244,0.762147,1
Q6K8Z3,0.435789967,0.224472574,0.028691983,0.033755274,1.94,-0.08,1.28229,1
Q9SI37,0.406000456,0.301848049,0.174537988,0.026694045,0.34,-0.335,0.923558,1
Q9LSB2,0.413212435,0.204663212,0.033678756,0.139896373,1.75,0.284,1.07977,1
A0A1D6L5Q3,0.446220772,0.197389886,0.197389886,0.221859706,2.63,-0.018,0.508066,1
A0A3B6NL33,0.342750197,0.407801418,0.244680851,0.19858156,5.13,-0.172,2.15346,1
A0A3Q7IIZ4,0.460436347,0.269230769,0.082995951,0,-0.4,-0.291,0.533729,1
A0A2K3D3J3,0.580898221,0.115485564,0,0.157480315,0,-0.257,0.629258,1
Q5CD17,0.43510101,0.174242424,0,0.169191919,0.65,0.231,0.952309,1
A0A3B5Z5Z7,0.499254024,0.192579505,0,0.100706714,1.5,-0.151,0.935336,1
A0A804R239,0.405955956,0.282282282,0,0,0.65,-0.105,1.35736,1
Q9LRZ3,0.451863408,0.291731669,0.099843994,0.012480499,-0.44,-0.321,0.521281,1
A0A1P8BBU8,0.439964158,0.233870968,0.221774194,0.084677419,2.07,0.01,0.0819877,1
A0A3B6DLA2,0.430486269,0.31292517,0.068027211,0.188208617,-0.26,-0.367,0.351997,1
A0A2K1IZJ4,0.379382716,0.368888889,0.073333333,0.111111111,0.58,-0.381,1.05935,1
A0A3B6B7R2,0.501156547,0.152416357,0,0.118959108,1.96,-0.24,0.458553,1
A0A3B6EMR5,0.446326905,0.243801653,0.107438017,0,1.65,0,0.861026,1
A0A3L6DIW2,0.367104975,0.386587771,0.619329389,0.382642998,0.61,-0.24,1.67099,1
Q9LV60,0.485678074,0.205323194,0,0.060836502,2.67,-0.256,-0.0199783,1
Q3ED38,0.401868687,0.195454545,0,0,2.83,0.015,-0.282081,1
A0A0P0UZ71,0.455848918,0.254125413,0,0,-0.14,-0.342,0.535918,1
A0A0P0XFP3,0.411867193,0.221893491,0.420118343,0.307692308,4.22,-0.005,2.95597,1
A0A3B6B1J0,0.449603175,0.291666667,0.410714286,0.244047619,-0.58,-0.418,-0.475264,1
A0A077S308,0.43561527,0.282149712,0,0.09596929,2.87,-0.096,0.667271,1
A0A1D6PIP7,0.479293873,0.175700935,0,0.059813084,1.85,-0.203,0.468714,1
A0A3Q7GYN9,0.42953482,0.270850537,0,0.037985136,2.01,0.062,1.78659,1
B4FNL1,0.443287037,0.296875,0.182291667,0.067708333,-0.13,-0.225,0.776637,1
Q84WV4,0.479431818,0.201136364,0.072727273,0.036363636,2.9,-0.021,0.288354,1
A0A3Q7EV01,0.393995272,0.229787234,0.242553191,0.055319149,-1.15,0.138,0.155138,1
A0A0P0W8Q2,0.458466114,0.271510516,0,0.028680688,-0.05,-0.261,0.713533,1
A0A2K3CZV8,0.472035398,0.208849558,0.051327434,0.107079646,1.97,-0.064,0.751235,1
A0A3B6JNE3,0.455962769,0.308900524,0.12565445,0.178010471,0.54,-0.419,0.430946,1
A0A2K3D5C6,0.432199801,0.151345291,0,0.429372197,2.23,0.416,0.908301,1
A0A3B6SFB2,0.413892607,0.250334672,0.140562249,0.16064257,1.25,0.02,1.00836,1
A0A2K1K864,0.352222222,0.422580645,0.177419355,0.125806452,-0.7,-0.287,0.351899,1
A9SZU4,0.450547138,0.291666667,0,0,-0.93,-0.303,-0.174054,1
A0A3Q7ISL6,0.501471193,0.162962963,0,0.068518519,2.72,-0.095,0.773141,1
A0A3B6B4M9,0.43098434,0.295302013,0.184563758,0.157718121,0.85,-0.423,0.341591,1
Q9FJK3,0.427448944,0.211838006,0,0.264797508,-0.15,0.213,0.0252873,1
A0A804QCF1,0.4533017,0.306049822,0,0.167259786,0.15,-0.466,0.325223,1
A0A3B6HT14,0.465232975,0.214516129,0,0.051612903,2.79,-0.066,0.575041,1
A0A7I4C8H3,0.456901042,0.22265625,0,0.033203125,1.95,-0.236,1.11347,1
A0A3B6KTL2,0.437181572,0.248780488,0,0.2,4,-0.092,2.48521,1
A0A2K3E3H0,0.460560663,0.211440245,0.143003064,0.291113381,3.18,0.308,1.44368,1
A0A1I9LNX5,0.455713721,0.238434164,0.075919336,0.026097272,2.43,-0.264,0.916991,1
Q9FM96,0.372419715,0.374034003,0.400309119,0.205564142,3.36,-0.453,1.10712,1
A0A3Q7I5N0,0.447627024,0.218592965,0,0.08040201,2.1,0.022,1.38051,1
Q8L5W8,0.412419872,0.247596154,0.127403846,0.091346154,1.7,0.11,0.471376,1
A0A3Q7HIK2,0.455555556,0.208685163,0,0,1.05,0.008,0.71827,1
A0A3P5YWH3,0.411058138,0.31227652,0.395709178,0.270560191,2.71,-0.276,0.879665,1
A0A3B6B176,0.446371308,0.25443038,0.046835443,0.098734177,3.59,0.043,1.10019,1
A0A3B6JNG5,0.437939462,0.260575296,0.128595601,0.169204738,1.3,-0.162,1.27258,1
A0A3Q7J253,0.510747475,0.116363636,0,0.145454545,0.86,0.049,0.859997,1
A0A0P0WPN3,0.441735919,0.332409972,0.110803324,0.229916898,2.21,-0.455,0.178138,1
Q9LFT1,0.44157161,0.205323194,0,0.068441065,2.67,-0.004,-0.0219222,1
A0A3P6AR01,0.423970433,0.220696938,0.058078141,0.066525871,3.08,0.279,0.674197,1
A0A3Q7I7G2,0.400455729,0.296875,0.29296875,0.060546875,3.96,-0.197,1.32912,1
A0A2K3DMM9,0.492154195,0.160544218,0,0.084353741,1.39,0.135,0.128152,1
A0A1D6L3D6,0.438604863,0.286298569,0.169734151,0.130879346,-0.43,-0.301,0.686906,1
A0A3P5ZVB4,0.472780717,0.121693122,0.201058201,0.455026455,11.23,0.284,5.1518,1
A0A2K3D9D4,0.448035488,0.239543726,0,0.136882129,-0.3,-0.293,0.715608,1
Q9M8M3,0.454191468,0.299107143,0,0,-0.1,-0.484,0.214044,1
A0A7I4B7P2,0.427708621,0.15560166,0.066390041,0.037344398,2.77,0.07,1.15582,1
A0A3B6JF83,0.49364054,0.19379845,0,0.073643411,1.22,-0.243,0.654235,1
A0A2K3DY69,0.459608129,0.230010953,0.255202629,0.407447974,9.2,0.341,2.09924,1
A0A3B6EMM9,0.442421671,0.218332272,0.000636537,0.056651814,3.21,0.093,1.21653,1
A0A3Q7EH08,0.480582265,0.211538462,0.076923077,0.098557692,1.06,-0.25,0.899659,1
A0A0P0VYF7,0.433128331,0.236162362,0,0.177121771,1.92,-0.157,1.91496,1
Q8H1E7,0.417108753,0.310344828,0.176392573,0.152519894,0.17,-0.269,0.985911,1
A0A804PI77,0.396316535,0.360655738,0.333333333,0.284153005,3.22,-0.138,1.00613,1
A0A0P0XCU7,0.447173489,0.243859649,0.092982456,0.284210526,5.53,-0.048,0.11938,1
A0A3B6DHH5,0.42154195,0.295918367,0.571428571,0.596938776,0.27,-0.325,-0.912728,1
A0A3Q7GW82,0.46839677,0.155709343,0,0.134948097,3.62,0.166,0.886068,1
A0A3Q7IJR5,0.41874269,0.213157895,0,0,1.52,0.206,1.41209,1
A0A397XLF8,0.399846213,0.37716263,0.301038062,0.238754325,0.07,-0.444,0.937933,1
A0A2K1IN07,0.493574297,0.168674699,0,0,-1.33,-0.283,0.284923,1
A0A3Q7IM56,0.429622908,0.217785844,0,0.060798548,2.13,-0.005,0.848415,1
A0A3P6AMD3,0.452663989,0.195180723,0,0,0.32,-0.194,0.431469,1
A0A2K3DAI3,0.403689151,0.270137525,0.401768173,0.352652259,8.25,0.387,2.5966,1
A9TH97,0.415424837,0.285294118,0.076470588,0.085294118,2.55,-0.073,0.20158,1
A0A3Q7J3U4,0.492228378,0.220221607,0,0,2.84,-0.212,0.304085,1
A0A3Q7J245,0.483709981,0.139830508,0.288135593,0.169491525,6.19,-0.025,0.434834,1
Q0DS36,0.457995384,0.24925816,0.12462908,0.160237389,2.33,-0.205,1.24832,1
A0A3P5ZJ04,0.440468909,0.29969419,0.055045872,0.051987768,-0.21,-0.377,0.598123,1
A0A2K3CV22,0.458027358,0.166306695,0.181425486,0.360691145,3.65,0.157,1.77637,1
C4J0D0,0.451038251,0.21147541,0,0.03442623,0.29,-0.202,0.471458,1
B4FSP2,0.489698858,0.186915888,0,0.024299065,1.82,-0.165,1.05305,1
A0A3Q7J0J3,0.45994513,0.2,0,0.148148148,3.79,-0.044,1.36911,1
Q9C9C4,0.479385045,0.234800839,0,0,-0.18,-0.237,1.0728,1
A0A2K1J4A6,0.457100499,0.25,0,0,0.78,-0.328,0.962388,1
A0A0P0Y5B4,0.441933129,0.275952694,0,0,0.33,-0.285,0.548643,1
F4K8M2,0.444126984,0.337142857,0,0,-0.37,-0.509,0.150417,1
A0A0P0WEB4,0.436868687,0.377272727,0,0.2,0.04,-0.585,0.344499,1
A0A2K3CQ47,0.496952381,0.08,0,0.274285714,2.31,0.472,0.0638553,1
A0A3Q7EJ56,0.534129693,0.138225256,0,0.020477816,0.44,-0.186,0.791551,1
A0A0P0V753,0.417931034,0.248275862,0.503448276,0,-0.91,-0.225,0.346622,1
A0A3B6UAY1,0.518844077,0.119958635,0,0.107549121,0.7,-0.026,0.605997,1
A0A3P6B5I4,0.378583545,0.354961832,0.244274809,0.229007634,4.23,-0.222,0.678118,1
Q9LV31,0.395526696,0.34120425,0.213695396,0.080283353,0.54,-0.36,0.947506,1
A0A2X0SQ64,0.465703704,0.253333333,0,0,-0.95,-0.414,0.475052,1
A0A8D9I5K2,0.469316335,0.212598425,0,0,1.73,-0.055,0.937901,1
A0A2K3DNA7,0.449252014,0.227848101,0,0.032220944,3.07,-0.216,0.946853,1
A0A8D9M222,0.423809524,0.298136646,0.099378882,0,-0.49,-0.329,0.26568,1
A0A0P0W0U0,0.409500805,0.251207729,0.323671498,0.164251208,4.32,-0.279,0.617448,1
Q8L9R7,0.404824561,0.230263158,0.322368421,0.105263158,3.03,-0.174,0.648191,1
A0A3B6IWY6,0.466151983,0.16893733,0,0.029972752,2.85,-0.032,0.898973,1
A0A8D9MJ76,0.469864865,0.22972973,0.05,0,1.73,-0.288,0.999044,1
A0A7I4ESS0,0.412018519,0.32,0.495,0.083333333,2,-0.232,1.06337,1
Q9FJX0,0.444201681,0.262184874,0.115966387,0.157983193,1.47,-0.195,1.37309,1
A0A804N071,0.434186212,0.281449893,0,0.142857143,0.79,-0.321,1.01951,1
A0A2K3DQY2,0.445483613,0.228417266,0.381294964,0.352517986,3.71,0.026,1.72163,1
A0A3Q7JQC4,0.45963964,0.264864865,0.068468468,0.027027027,0.04,-0.337,0.558526,1
A0A1D6L357,0.455248766,0.213685474,0,0.014405762,2.55,-0.159,0.991007,1
Q9LD57,0.51956572,0.224532225,0,0.079002079,0.34,-0.319,0.832847,1
A0A2K3DB26,0.417829963,0.152641879,0.508806262,0.596868885,7.18,0.107,-0.0212361,1
F4I096,0.471930129,0.193649141,0,0.063508589,3.06,-0.015,1.36689,1
A0A3Q7HFM8,0.422597507,0.195416164,0.23522316,0.173703257,5.21,0.433,1.66029,1
A0A804NVQ0,0.460188528,0.205776173,0,0.133574007,1.01,0.217,1.01025,1
A0A3Q7I075,0.449920255,0.224880383,0,0.057416268,0.28,-0.253,0.66438,1
A0A0P0XB79,0.549044834,0.161403509,0.031578947,0.073684211,-1.04,-0.303,0.300001,1
A0A3B6NVL6,0.386838868,0.36900369,0.715867159,0.232472325,0.92,-0.261,0.790588,1
A0A8D9GGU6,0.372369715,0.367256637,0.553097345,0.146017699,3.46,-0.359,0.741957,1
A0A804NU66,0.418888889,0.315,0,0.235,-1.18,-0.289,0.801549,1
Q1PEN6,0.452043896,0.311111111,0,0.049382716,0.5,-0.495,0.441139,1
Q9LZC2_ARATH,0.446122685,0.309895833,0,0.0859375,0.76,-0.324,0.778156,1
A0A804MYD0,0.467710594,0.16,0.354418605,0.209302326,3.42,0.071,0.608692,1
A0A494G976,0.468611111,0.22375,0,0.04625,0.59,-0.201,1.25171,1
Q0WWT7,0.481659056,0.22260274,0,0,-0.88,-0.243,0.683476,1
A0A2K1IIL5,0.480543531,0.176406926,0,0.007575758,2.78,-0.026,0.920356,1
A0A3Q7GCM3,0.441844204,0.294985251,0.074729597,0.119960669,0.17,-0.266,0.839284,1
Q9C6F2,0.420940171,0.275641026,0.647435897,0.205128205,0.09,-0.283,0.511561,1
O23564,0.397469956,0.407969639,0.229601518,0.165085389,0.76,-0.301,0.0527472,1
Q4PSE8,0.433059906,0.257270694,0.161073826,0.071588367,1.11,-0.166,1.13175,1
Q66GR4,0.436016771,0.241509434,0,0.19245283,4.11,0.179,0.0275906,1
A0A2K3D4X4,0.488070332,0.159395331,0.068312285,0.397053196,9.68,0.314,2.62903,1
Q2R1T0,0.458912037,0.2125,0,0.016666667,0.45,-0.243,0.794933,1
B6U2T4,0.412202381,0.294642857,0.21875,0.232142857,0.14,-0.312,0.17443,1
Q0D847,0.455000924,0.259567388,0.078202995,0.168053245,3.42,-0.106,1.47591,1
A0A3B5XZM9,0.489289872,0.204889406,0.015133877,0.079549864,3.31,-0.049,0.699877,1
A0A3Q7IZ55,0.396718867,0.312080537,0.288590604,0.090604027,-0.86,-0.198,0.316712,1
A0A804N3G9,0.405455815,0.346499102,0.171454219,0.114003591,0.55,-0.254,1.31806,1
A0A3Q7J5M4,0.35448157,0.359188544,0.430787589,0.280429594,1.69,-0.078,1.87182,1
A0A3B6B5H8,0.437595129,0.315068493,0.349315068,0,1.22,-0.449,0.125489,1
A0A804LRQ3,0.448352022,0.241590214,0.137614679,0,1.3,-0.244,0.853642,1
C0HDV5,0.434005168,0.269767442,0.474418605,0,0.18,-0.265,0.527815,1
A0A2K1IQQ9,0.440932914,0.297169811,0.16509434,0.141509434,0.23,-0.487,0.0496925,1
A0A3B6PTA6,0.480125401,0.212598425,0,0.069553806,2.97,-0.208,0.852287,1
A0A3Q7HQA3,0.480684256,0.195945946,0.02027027,0.042471042,1.04,-0.136,0.735896,1
A0A3P6CDS5,0.307124183,0.411764706,0.915686275,0.4,0.57,-0.376,1.8274,1
A0A3B6GS23,0.453935185,0.210416667,0.179166667,0.35,6.43,0.237,1.91061,1
A0A2K3DTQ9,0.474272962,0.21564482,0.062579281,0.27230444,3.31,0.192,0.894791,1
A0A2K3D1J8,0.469391462,0.119891008,0.115803815,0.431880109,4.05,0.462,1.34331,1
A0A3B6LKI1,0.446831127,0.263537906,0,0.055956679,4.32,-0.01,0.309345,1
A0A7I4A7Y2,0.484184915,0.175182482,0,0.0486618,1.89,-0.175,0.597943,1
A0A3B5XUN8,0.435983785,0.299345182,0.076707203,0.013096352,0.82,-0.29,1.01902,1
Q6ZGP4,0.429843305,0.307692308,0.314102564,0.211538462,1.89,-0.261,0.734998,1
A0A2K1J942,0.46126661,0.216284987,0.089058524,0.155216285,0.47,-0.143,0.888323,1
C0P4E3,0.443604938,0.324444444,0,0.124444444,0.15,-0.379,-0.116047,1
A0A3Q7H7T7,0.445444715,0.253041363,0,0.069343066,1.64,-0.144,1.05931,1
A0A3Q7FS58,0.430392482,0.297512438,0,0.011940299,1.75,-0.293,1.10722,1
B4FAQ3,0.505174731,0.16733871,0,0.163306452,0.61,-0.213,1.24855,1
A0A397ZIW6,0.429659498,0.299731183,0.220430108,0.080645161,2.27,-0.228,1.17575,1
A8ITN9,0.472819972,0.294303797,0.094936709,0.120253165,-0.68,-0.075,0.115083,1
A0A3B6QAI3,0.44502294,0.220825853,0,0.093357271,2.99,-0.12,1.61442,1
A0A2K3CSY2,0.459246323,0.225288159,0.135871463,0.259867272,5.49,0.063,1.6632,1
Q9FNA9,0.466517635,0.222056632,0.047690015,0.062593145,0.6,-0.226,1.14247,1
A0A0P0V6Y6,0.426942629,0.300653595,0.640522876,0.31372549,0.71,-0.311,0.236211,1
A0A8D9GYN3,0.382064897,0.307964602,0.27079646,0.122123894,3.58,-0.215,1.44017,1
Q84JN0,0.413799726,0.328395062,0.15308642,0.182716049,0.4,-0.401,0.572738,1
A0A3P6CW23,0.371990096,0.320334262,0.150417827,0.183844011,1.16,-0.208,1.00166,1
A0A8D9HN91,0.387882914,0.304288632,0.022464261,0.074880871,2.27,0.051,1.06083,1
Q7XN85,0.454673721,0.258503401,0.142857143,0.170068027,-0.2,-0.076,0.916567,1
F4JCX1,0.463938492,0.215178571,0,0.008928571,1.7,-0.195,1.03871,1
A0A3Q7H144,0.442322473,0.114285714,0,0.195488722,3.29,0.244,2.01867,1
A0A3B6ER42,0.426818845,0.243902439,0.057223265,0.082551595,5.59,0.351,1.25765,1
Q6YXQ6,0.570015432,0.123611111,0,0.084722222,-0.29,-0.208,0.353271,1
A0A3Q7HDL2,0.486197994,0.195710456,0,0.024128686,3.03,-0.083,1.27618,1
Q2QQI5,0.476595745,0.212765957,0,0.087470449,2.81,-0.344,0.468468,1
A0A3B6C620,0.441235973,0.253200569,0.024182077,0.028449502,2.34,-0.027,0.870762,1
A0A7I4AS89,0.503761215,0.180124224,0.118012422,0.090062112,0.38,-0.068,0.560633,1
A0A2K1KC93,0.432940516,0.275252525,0,0.057239057,2.82,-0.222,0.880237,1
Q9LJ53,0.445216049,0.305555556,0.340277778,0,-0.58,-0.597,-0.439342,1
A0A3B6SP41,0.422519084,0.341603053,0.125954198,0.221374046,0.43,-0.209,0.88664,1
A0A3Q7EKX1,0.454389439,0.20990099,0.053465347,0.065346535,1.17,-0.107,0.53631,1
A0A3Q7GYM9,0.466368382,0.270693512,0,0,-0.08,-0.124,0.558118,1
A0A3B6JIW7,0.379314286,0.362285714,0.486857143,0.220571429,2.53,-0.104,1.42592,1
A0A3Q7HJV1,0.436793372,0.270467836,0.073099415,0.102339181,1.87,-0.24,1.08064,1
A0A060D2W0,0.390696118,0.319277108,0.891566265,0.319277108,1.07,-0.406,0.0154697,1
A0A3Q7FSH4,0.50160401,0.190977444,0,0.040601504,0.82,-0.133,0.68836,1
A0A3B6RTL3,0.452573099,0.192105263,0,0.086842105,0.36,0.229,0.18085,1
Q6ZB67,0.382828283,0.357142857,0.285714286,0.132034632,1.64,-0.15,1.0849,1
A0A3Q7JPP8,0.467568851,0.235042735,0,0,-0.93,-0.336,0.595036,1
A0A3B6HS04,0.487940379,0.174796748,0.18699187,0.178861789,0.98,-0.02,0.957275,1
A0A3P6B7D3,0.475452196,0.159883721,0,0.209302326,7.32,0.038,1.74185,1
Q9LDN6,0.426876006,0.285507246,0.188405797,0.043478261,2.11,-0.112,1.08882,1
A0A7I4F947,0.462277092,0.204938272,0,0,1.12,-0.089,0.572607,1
Q2QXX2,0.456894453,0.27543036,0.097026604,0.111111111,1.73,-0.237,1.04856,1
A8JGM3,0.46298301,0.216508796,0,0.190798376,3.49,-0.017,1.02108,1
A0A8D9HSQ7,0.502303523,0.12804878,0,0.085365854,0.25,-0.049,0.601766,1
